Folder,genotypes,location,hull,cotyledon,rep,4_sal,vanil_4gluc,querc_glucI,cat_13C,cat,epi_cat,cat_gluc,gallo,epi_gallo,epi_cat_gall,epi_gallo_gall,A2,B1,CC_I,CC_II,B2,CCC_I,CCC_II,C1,CCC_III,3_cinn,kaempf_rhamn,querc_di_glucI,kaemp_di_rut,malv_3galact,querc_3_4di_gluc,kaemp_3robin_7rhamn,lut_3_7di_gluc,lut_di_gluc,kaemp_rhamn_gluc_I,kaemp_rhamn_gluc_II,resv_3gluc,querc_3galact,querc_3rutin,querc_3gluc,myr_3rhamn,kaemp_3rutin,lut_7gluc,kaemp_7neohesp,kaem_3gluc,querc_3rhamn,apig_7gluc,querc_4gluc,lut_4gluc,myr,kaemp_rhamn_galact,querc_di_glucII,querc_glucII,4_coum,querc,lut,flavan,narin,apig,flav,kaemp,querc_glucIII,731.7,1155.9I,1155.9II,1444.1I,1444.1II,595.6I,595.6II,595.6IV,609.6,883.7I,883.7II,883.7IV,899.7I,899.7II,899.7III,915.6II,915.6III,915.6IV,1171.8I,1171.8II,1171.8III,1187.8I,1187.8II,1187.8III,1460.1I,1460.1II,1475.8I,1475.8II,1492.2I,1492.2II,1748.2,1764.4,1204.8I,1204.8II,1204.8III,1509.2I,1509.2II,1525.1
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_146 ,STH,brown,red,3,1,0.246699806,0.100458532,1,0.616302277,0.019288422,7.913565447,0.252228983,0.004858175,0.002158908,0.000436771,0.004524479,0.229529787,0.938847871,0.121225724,0.016214854,1.839570472,0.261486014,0.001048583,0.328785322,1,56.27499474,0.327864351,546.7921548,0,0.001175715,19.57425629,0.001614754,1.433043563,0.349899041,0.110363302,0.331384575,0.004650783,0.093081574,0.017217454,0.186530002,0.036432998,0.050826363,0.004043313,0.077999656,0.249120438,0.022991544,0.002482944,0.370989071,0.004492241,5.168929872,0.516593504,0.219724922,1,0.001913104,0.000222335,0.011916352,0.000525163,0.002806489,0.000239863,0.000514512,0.018666892,0.632826604,3.911180664,3.791207709,0.976440202,1.047954291,2.82445515,1.56574827,12.06031377,0.891966711,25.61098906,6.543968724,1.03233521,5.019162586,2.874198863,20.55405306,0.927460136,1.477010197,1.487925356,8.197364208,4.288910842,3.212513754,13.44442673,3.935403984,1.641315285,1.701886855,1.452669233,3.82717544,1.955029768,2.118405403,0.644258937,0.4709969,0.617798505,2.634656806,2.219222631,4.911929176,1.209677534,0.451231627,0.71615757
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_146 ,STH,brown,red,2,1,0.23185081,0.003522892,1,0.534111774,0.01389077,5.073656055,0.163886334,0.00318238,0.001466859,0.001647842,0.000337974,0.068490415,1.100709111,0.111998997,0.002321122,2.253495842,0.332984974,0.009717786,0.320313523,1,41.11961313,0.239749849,526.5557416,0.011914617,0.005505029,26.31097471,0,1.187290952,0.122793764,0.11257823,0.115371661,0.057127098,0.046428655,0.053681081,0.093077612,0.024749512,0.035810427,0,0.034556804,0.284336097,0.028786164,0.005515431,0.70024802,0.00638231,7.22981056,0.314817182,0.185645962,1,0,0.001230605,0.002723587,0.000940675,0.001210592,0.000318504,0.000297797,0.013330652,1.007761357,5.613121758,5.570498751,1.666237752,1.238227597,2.972164677,1.854194014,15.23334089,1.453688625,31.88440481,7.932158919,1.395979648,5.480379208,3.161815622,25.38367929,1.245898226,1.459772872,1.496844172,11.22937311,5.70580626,3.368357544,15.33836486,4.774166448,2.427707814,2.332104229,2.378095903,4.873891215,2.598429279,2.94253761,1.657147665,1.076615986,0.982398744,2.851396408,2.424832827,5.947191754,1.461536148,0.538614135,0.848643659
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\140806.LR-18-2013.STH.xlsx\STH,SPG.R",LR18_STH_2013_B_R_146 ,STH,brown,red,1,1,0.293518841,0.022234399,1,0.55493373,0.010508312,7.236138748,0.165416653,0.009034481,0.003367247,0.001842862,0.000644677,0.10661396,1.090054871,0.111414348,0.023930835,2.409083085,0.342448596,0.001751804,0.333963422,1,46.99492397,0.2835868,587.9208122,0.008323232,0.005237181,22.00365823,0,1.917232811,0.321952558,0.130779727,0.119101953,0.025879309,0.06753125,0.0161057,0.120505497,0.006857147,0.076106974,0,0.064387312,0.267430194,0.02668711,0.002021976,0.7549564,0.016225256,4.959589578,0.241423766,0.227230958,1,0,0.00403481,0.00535845,0.001366619,0.003628924,0.001778771,0.001017131,0.02068912,0.915102478,5.553133246,5.826573216,1.634034998,1.501034085,2.870011103,2.142014421,14.07305773,1.138523171,28.60173663,7.174368206,1.473918024,5.433331707,2.834134965,22.86875808,1.176296937,1.333733287,1.650849873,10.82056502,5.454464696,3.14884302,15.02010553,4.452038716,2.055955249,2.267681648,2.024611071,5.040313011,2.555791573,2.527744269,1.327607139,0.973109256,1.048615667,2.865234841,2.450090353,5.477946836,1.152951571,0.539028806,0.919428752
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_179 ,STH,brown,red,3,1,0.199562129,0.009655666,1,0.545601833,0.026534863,5.07092098,0.337442107,0.003163442,0.001628814,0.001101091,0.002388194,0.179500822,1.09697889,0.107713883,0.001999277,2.087049234,0.308467388,0.002226075,0.295168932,1,28.0678241,0.215700251,318.6921916,0,0.004090256,6.003904304,0.008285605,1.873153592,0.346679948,0.13402559,0.054530934,0.021432679,0.06864174,0.026797417,0.052478219,0.004734632,0.041255212,0,0.043920367,0.099002815,0.06656932,0.009874461,0.340762112,0.001450015,3.12983024,0.304238134,0.11102829,1,0.002262165,0.001113756,0.004409518,0.001010912,0.002058076,0.000821505,0.000611919,0.033511918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_179 ,STH,brown,red,2,1,0.164048896,0.008264273,1,0.546259687,0.013789892,4.507364996,0.326874617,0.007676685,0.00219103,0.000465122,0.002348577,0.112033298,1.075938365,0.111379049,0.02686575,2.159462226,0.313425567,0.011842685,0.30002041,1,29.39892716,0.326712451,402.5765432,0,0.014117932,7.283285592,0,5.071638259,0.349025905,0.29846391,0.15813592,0.011790111,0.079408782,0.020012543,0.044977405,0.002787291,0.026318142,0,0.064884532,0.144914466,0.021729442,0.010583834,0.567551507,0.001511182,4.180603494,0.482674892,0.160977253,1,0,0.001098954,0.003074287,0.001018669,0.000644774,0.00025887,0.000491587,0.022105894,0.906025586,4.861068592,4.665754354,1.524314247,1.275415177,2.87515959,1.972336031,16.59073082,1.167477161,28.23283478,7.161347304,1.31978261,5.433533578,3.196386912,26.83896116,1.687852368,1.485443345,1.651618211,10.73062317,5.21443124,3.657918822,15.55539517,4.441494151,2.145561592,2.156482717,2.276261478,4.936293739,2.474293737,3.070695248,1.307651348,0.924205429,1.045242071,2.761719926,2.804932434,6.066806144,1.620384724,0.953261414,1.04397331
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_179 ,STH,brown,red,1,1,0.231600217,0.005797363,1,0.660716639,0.012858789,5.465615405,0.508853169,0.007347461,0.001198265,0.001020805,0.007134707,0.149127527,1.193910937,0.126023415,0.013883874,2.38973248,0.3595897,0.019246123,0.324547812,1,35.12295908,0.235088772,432.0254656,0.007478207,0.005434359,7.853364946,0,2.634933001,0.633457175,0.147366627,0.135368098,0.022817601,0.06371649,0.011648646,0.127221073,0.010136499,0.02590379,0.002211912,0.047262758,0.132726999,0.01828159,0.011389243,0.429387832,0.003289715,4.748062696,0.367923229,0.097193695,1,0,0.000817137,0.006036888,0.003172007,0.001572129,0.000479326,0.000410645,0.02324135,1.176516556,6.765270492,6.866439637,2.173372099,1.674106414,3.680713158,2.707347807,19.6282141,1.426642348,35.78671019,8.463097011,1.834022185,6.790546478,4.856888504,32.0052189,1.974790545,1.921306921,1.844538306,13.05001155,6.240468019,4.262529024,19.66006746,5.873058071,2.605331245,2.46324319,2.722851017,6.399466609,2.870520949,3.74731342,1.361341346,1.239024576,1.245977377,3.462824708,3.239933868,7.502681875,2.116371252,0.879104147,1.177968554
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_53 ,STH,brown,red,3,1,0.166121451,0.091003229,1,0.515136808,0.028370457,5.229333054,0.230245275,0.01147152,0.001195276,0.007602907,0.004350778,0.151165391,0.979636869,0.094343193,0.013280464,1.993292711,0.273464981,0.015165015,0.257643448,1,25.81550415,0.409910554,332.6848531,0.005009026,0.013250174,7.191391703,0.010657099,1.459066816,0.238609767,0.101847515,0.168188889,0.089040298,0.081204323,0.094155359,0.203720569,0.001000312,0.107729761,0.011962821,0.106530522,0.280634214,0.188462154,0.057924148,0.687875528,0.002600243,2.96482182,0.272233864,0.101124686,1,0.000387013,0.002444142,0.003345453,0.001791447,0.000147129,0.002128636,0.000363255,0.03303483,0.8419924,4.339446603,3.896908966,1.09537761,1.066705244,2.364004155,0.91115422,11.60124462,0.870405405,23.94632647,6.120892881,1.128805546,4.487972492,2.438599346,21.25946288,0.877146425,0.996154736,1.776141838,8.980686768,4.246848346,3.106510725,12.78159031,3.566558961,1.61988718,2.006066996,1.599264262,4.367025964,1.748653166,2.629411209,1.337320355,0.693280876,0.841525108,2.646884825,1.975512458,4.820506827,1.324486446,0.590649761,0.744396534
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_53 ,STH,brown,red,2,1,0.353171901,0.013315766,1,0.460922263,0.016828761,5.200010744,0.206103287,0.011189356,0.001968171,0.001132618,0.002377852,0.115778493,0.799814614,0.089227326,0.001636445,1.65489972,0.227453886,0.022483966,0.230622825,1,40.54242774,0.535805063,501.0678252,0.009347748,0.013298718,7.568040848,0,5.55208615,0.636917393,0.224519213,0.149240421,0.099283154,0.058265002,0.100266449,0.211105253,0.024601197,0.03841425,0.000726514,0.082499075,0.369983719,0.031396091,0.003994797,0.916629005,0.002068684,3.932154445,0.493324086,0.221229016,1,1.97E-05,0.000522552,0.004812239,0.00143458,0.002487198,0.000640943,0.001912219,0.026424206,0.787247793,2.946657323,3.132413618,0.802458142,0.986304751,2.462307463,1.975594074,10.49228642,0.858142846,20.99421185,5.522082947,0.96750005,4.256959413,2.894630549,18.02200608,0.970571055,1.023631402,1.27508847,6.636741859,3.748214548,2.503400151,11.06818799,3.563923237,1.564029228,1.200973078,1.264944654,3.345810908,1.568253765,2.038908799,1.108475758,0.544220582,0.548878223,1.885516581,1.95734709,4.597473015,1.103838858,0.439145059,0.666144053
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_53 ,STH,brown,red,1,1,0.302934197,0.017182762,1,0.434539762,0.017054523,5.667858919,0.220204664,0.006930674,0.00190675,0.000320919,0.004106003,0.133976262,0.838875357,0.098604281,0.018009004,1.726352627,0.208970115,0.003201183,0.238916594,1,32.17477613,0.368287984,452.2801965,0.013329409,0.007401177,6.945104843,0.030871375,3.500441331,0.615117953,0.308744935,0.197054736,0.009678111,0.078527977,0.00657296,0.094538235,0.026954799,0.026700553,0.000629857,0.045430516,0.22156926,0.073419566,0.005171733,0.887340791,0.01061666,2.388019578,0.566505533,0.286705226,1,0.000907131,0.000349326,0.004245021,0.001521947,0.000199266,0.001860923,0.000813541,0.025350253,0.742331925,3.727109021,3.901531846,1.042987567,0.966270524,2.861912065,2.179066151,11.97003793,1.011936352,24.39068188,5.865219318,1.176026183,4.491408592,2.902564735,20.25114782,1.144552029,1.376365564,1.523314332,7.879618705,3.807975439,2.541711807,12.87093187,4.003206192,1.639765495,1.442359081,1.204117353,3.92034239,1.818706477,2.563337748,1.179363833,0.680964265,0.586436112,2.067322166,2.226204228,5.601500305,1.136417058,0.622827254,0.854204137
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_58 ,STH,brown,red,3,1,0.246259936,0.186254552,1,0.678499641,0.019909695,14.32855914,0.424224892,0.019737058,0.00518725,0.01034816,0.004170191,0.176304729,1.20668576,0.080493055,0.041246342,2.180473972,0.335525624,0.02536907,0.331830326,1,40.93546621,0.360334018,479.1621146,0,0.022320132,14.64213243,0,1.083740981,0.364000915,0.391337486,0.183230468,0.087429727,0.132401593,0.082878559,0.338025454,0.009859365,0.188852273,0.045444847,0.028925174,0.543523357,0.08616887,0.044528444,2.993532483,0.016957953,7.124418733,0.63792186,0.336985664,1,0.005705629,0.002633607,0.020131545,0.004354822,0.009777,0.002109533,0.003911475,0.092648146,1.046307908,4.521299716,4.113081603,1.179298122,1.13912005,3.621978491,1.29414581,17.92530477,1.136180972,30.89911994,7.408417141,1.276448653,5.920533496,3.656900018,30.79860409,1.432825385,1.447482728,2.174654174,9.813041997,4.5608005,3.319991022,15.34762498,4.590786746,1.825044902,1.892678692,1.69167575,4.635218306,1.921491753,3.043795982,1.288939988,0.910597471,0.95295404,3.198001878,2.485014408,6.792502251,1.4024443,0.648229869,0.859193554
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_58 ,STH,brown,red,2,1,0.237847881,0.012168412,1,0.481688275,0.014706678,5.746778996,0.232496395,0.013322968,0.001078079,0.001331831,0.002283589,0.13794346,1.090277764,0.101192979,0.019906449,2.285485286,0.282076548,0.004317031,0.329625325,1,34.89969213,0.23012067,452.2809889,0,0.00789988,11.90539667,0.00226542,2.19683263,0.235714523,0.456097637,0.136320314,0.008876798,0.054506729,0.023522763,0.117938866,0.020894415,0.020040295,0.000525748,0.054588724,0.267941112,0.014594034,0.006536411,0.90953491,0.006841161,1.819546369,1.172386051,0.346028,1,0.000435779,0.002245842,0.006839462,0.000869879,0.000990055,0.000949561,0.000782079,0.055836895,0.896628771,5.464479042,5.18566177,1.578311743,1.312338966,2.86334548,1.966932079,12.33515161,1.102877905,26.22381168,7.049701721,1.196903329,4.513099139,2.551036613,20.65515278,1.154033261,1.41725752,1.681162027,10.15184322,5.016551671,3.262504921,12.89473036,4.075864395,2.162981176,2.381973864,2.095761692,4.612554886,2.320967909,2.380705134,1.105186231,0.644749764,0.86277122,2.54646511,2.134436307,4.853101947,1.321672015,0.506561499,1.036926417
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_R_58 ,STH,brown,red,1,1,0.280274689,0.016266329,1,0.465000949,0.034160068,5.060944698,0.169155444,0.005322375,0.002088835,0.002671668,0.003926244,0.137271027,0.95949637,0.091601989,0.013931726,2.039957095,0.279021921,0.001162143,0.25837525,1,34.18263831,0.244220877,315.3952669,0.007278034,0.010478705,5.337830742,0.005207745,5.120798313,0.221809731,0.409606506,0.111417967,0.051526193,0.033070555,0.003686428,0.096681612,0.030671299,0.047968274,0.002141613,0.040014839,0.141329647,0.037655716,0.004103356,0.986823431,0.004865262,0.897766288,0.876119336,0.296827755,1,0.000807543,0.000241598,0.003386277,0.000738332,0.002239914,0.001703497,0.000454309,0.057243296,0.883413816,5.224014554,4.918021074,1.524575785,1.206450063,2.504587953,1.94479718,11.55327056,1.226162352,24.88337659,6.343819356,1.32914755,4.470775593,2.666760314,19.344983,0.998975877,1.32635868,1.640481777,9.896210621,5.205596911,3.123640434,13.3767797,4.305271422,2.20327871,2.140195199,1.845106851,4.424352272,2.218014832,2.569286267,1.302430171,1.042393607,0.844149317,2.269340817,2.372722706,5.324728911,1.108698294,0.928465578,0.941071804
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_111 ,STH,brown,yellow,3,1,0.264293744,0.215566852,1,1.263734613,0.092036379,29.61551537,0.703953359,0.020063235,0.001783211,0.000678865,0.003594926,0.290955649,1.578597575,0.161073032,0.024811782,2.91714122,0.344360341,0.002689859,0.441391983,1,48.69305029,0.418354608,554.7067687,0.00865436,0.002562615,23.31894568,0,1.544563404,0.286885012,0.279689953,0.178398716,0.03357653,0.087625391,0.035205832,0.397886273,0.00660851,0.039814296,0,0.070040613,0.577629317,0.05034512,0.004361303,1.118941495,0.004421864,8.417097894,0.490187145,0.323868319,1,0.000723174,0.002330164,0.004989076,0.003564266,0.003139986,0.00047226,0.000227884,0.020173101,1.549128232,6.448018675,5.942913704,1.667570644,1.169614824,4.636203507,1.766202675,25.63965715,1.590277975,46.47625699,10.9879207,1.903454293,8.355803197,4.179653125,38.59698031,1.380593923,2.046535035,2.485398518,13.71992247,6.359268229,5.372212176,21.91028538,6.64911344,2.929529696,2.947257209,2.257145871,6.894774904,2.854210547,3.629904785,1.613873575,1.031552525,1.045350357,4.13020011,3.082447404,8.046632443,1.743548156,0.858913517,1.192309641
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_111 ,STH,brown,yellow,2,1,0.163756647,0.122056292,1,0.424192471,0.029244008,5.222670102,0.186327751,0.01138254,0.001195391,0.002906171,0.000269317,0.11308738,0.57796817,0.064238925,0.00289798,1.117019839,0.155285205,0.010669943,0.156753557,1,35.07826043,0.265213055,371.2635818,0,0.004056953,6.187702161,0.00640514,1.633915207,0.24628544,0.09396609,0.150852651,0.013287259,0.043450975,0.028669158,0.127008994,0.009486489,0.024018712,0.007193642,0.025291345,0.173063588,0.019430005,0.001199223,0.688751551,0.00124421,2.445187561,0.32075282,0.162238772,1,0,0.001959499,0.003536949,0.000913649,0.001607857,0.000302737,0.000649745,0.013266469,0.614976311,2.343054862,2.484335576,0.700984824,0.605221314,2.019774821,1.535207593,8.691772683,0.817283252,15.7818982,4.536600164,0.619098062,3.422048508,2.17146362,16.04298876,1.016154541,0.837832099,1.265510633,4.98484067,2.627721289,2.120444817,8.477621929,2.872027975,1.199833004,0.931981452,0.887333528,2.573257173,1.364334578,1.721447194,0.683337708,0.390109811,0.506827581,1.774832119,1.587637566,3.716034729,0.625828135,0.427459523,0.699587422
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_111 ,STH,brown,yellow,1,1,0.257602618,0.135124008,1,0.547433275,0.01504875,7.169116824,0.239833953,0.023147584,0.003668966,0.002101773,0.001273375,0.153772355,0.734840904,0.082337191,0.011410838,1.433165966,0.174679789,0.002219148,0.184682606,1,36.49563582,0.316764037,371.4462612,0,0.004836595,8.059221225,0.001780497,1.594149143,0.370749725,0.125298631,0.151015874,0.016118221,0.053808099,0.012781805,0.151442456,0.003927689,0.073658684,0.004600961,0.058220645,0.216020605,0.037865163,0.012606749,0.616245505,0.013229578,2.683250243,0.32366283,0.234707303,1,0.001670151,0.001463935,0.006760032,0.001269493,0.001369342,0.00098711,0.000974338,0.026161246,0.806465492,3.402671279,3.337981176,0.778181225,0.750894784,2.555148199,1.975318414,12.51313101,0.999962606,23.40348453,5.669607916,1.10065644,4.887253032,3.072300708,20.89405814,1.176138521,1.224307015,1.335105513,7.152865267,3.585969089,3.072712229,11.7713775,3.741062868,1.621957124,1.181025902,1.322829675,3.26475226,1.907945898,2.384258261,1.048627659,0.552959482,0.703343618,1.995474466,2.047033095,5.280852375,1.096781565,0.612390938,0.759882237
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_178 ,STH,brown,yellow,3,1,0.268129382,0.10008541,1,0.398057359,0.024663837,2.852491512,0.156748327,0.016125422,0.001388938,0.000792465,0.00215861,0.094979666,0.74307726,0.066645044,0.003605093,1.559256154,0.23584584,0.016739704,0.251457771,1,33.58218203,0.164619319,417.5358274,0,0.005435376,8.848932354,0,1.407320458,0.520262437,0.664415505,0.094921489,0.011606914,0.025000668,0.055671607,0.149961155,0.003999557,0.031801237,0.001154105,0.040280456,0.180264939,0.011881487,0.005706775,0.641890489,0.009163005,7.098490934,1.072369227,0.39171822,1,0.003449296,0.00025286,0.005388901,0.001194678,0.000917601,0.000577212,0.001450115,0.046178057,0.54579396,3.273116618,3.098293628,0.806159901,0.79418293,1.811969052,1.13998315,6.824955959,0.678029046,15.7071557,4.514525171,0.752201988,2.882830119,1.918912596,13.29095675,0.720821468,0.88359247,1.023972064,5.866252156,3.202663761,2.070430381,8.646614694,2.73181492,1.457835045,1.332604677,1.020349001,2.995869704,1.455784518,1.491188605,0.949470811,0.475234726,0.498834116,1.779210628,1.411356841,3.355762613,0.894925,0.475353282,0.647648401
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_178 ,STH,brown,yellow,2,1,0.225751529,0.061850112,1,0.376833716,0.01653547,2.75526805,0.151965032,0.017636921,0.003538181,0.000482518,0.001315748,0.0745329,0.762650906,0.080192795,0.029059067,1.629386427,0.239617504,0.000496651,0.269423155,1,33.98934597,0.16484873,396.0007899,0,0.015501777,10.40855241,0.006777586,1.415046305,0.616934076,0.341776054,0.11303515,0.008257593,0.062792077,0.019599232,0.150027702,0.020078405,0.021448098,0.000714092,0.049519455,0.211241842,0.025824673,0.000382576,0.642339973,0.00178885,8.016717905,0.563912942,0.173490423,1,0.000505819,0.000491753,0.003996954,0.001016889,0.001087355,0.000354292,0.000450606,0.02898187,0.69743915,3.417985956,3.665157689,1.083461811,0.964478944,1.996953103,1.631127504,8.041776199,0.799852019,19.32057639,5.156786252,0.862416204,3.327283463,1.787137587,14.09110479,1.103971661,0.947184102,1.104614601,7.113938077,3.634253308,2.773598659,9.970607236,3.362846393,1.566811215,1.52447959,1.446243741,3.568205584,1.770561674,2.062877126,0.957777016,0.742632735,0.769831758,1.758774388,1.858539586,3.946810155,0.962077369,0.494943608,0.7127613
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_178 ,STH,brown,yellow,1,1,0.309310964,0.121744967,1,0.510733983,0.017710224,4.281138268,0.168278449,0.010739294,0.00255526,0.000256779,0.00652415,0.104095515,0.756144179,0.08609415,0.001620407,1.703270511,0.198204456,0.003293342,0.229710972,1,49.33146463,0.276519418,577.2329519,0,0.003352639,8.391784251,0,3.612293169,0.690292904,0.563901566,0.132533995,0.022906152,0.034996634,0.00839044,0.221314031,0.006406433,0.023813777,0.00655031,0.043221615,0.253450805,0.054290269,0.01673262,1.320202939,0.002724975,4.930762088,0.943247033,0.491494159,1,0,0.00248518,0.005126017,0.000717467,0.000870945,0.000985394,0.00070908,0.047586986,0.884522514,4.988817537,4.303737268,1.217634936,1.036082326,2.47987272,2.186664733,10.99159177,0.910803599,23.86636639,6.117699127,1.125502362,4.302379623,2.379106645,18.88274186,1.163700836,1.180223618,1.381233549,8.785310874,4.687434766,2.992643606,12.55753301,4.001347148,1.952678334,1.486358923,1.739742152,3.969864451,2.31396728,2.122682094,1.067785045,0.802082589,0.700045088,2.24789577,2.005769434,4.838893559,0.959332071,0.593951,0.847636253
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_46 ,STH,brown,yellow,3,1,0.190032425,0.089662988,1,0.371229414,0.005156706,6.511517595,0.154387404,0.008473546,0.01263063,0.022968794,0.008567183,0.143493181,0.806796779,0.054801266,0.027451315,1.649141907,0.19140356,0.017814969,0.219637103,1,93.65533565,0.345412557,832.5365624,0.142438852,0.004855226,28.86203903,0,2.411218843,0.704372132,0.434035813,0.204152692,0.170535354,0.360899723,0.028075449,0.496467086,0.126663417,0.777628065,0.071471257,0.033614099,1.020434703,0.365921756,0.265620369,1.208126916,0.04073013,7.017887248,0.469073442,0.552750782,1,0.007030334,0.001953578,0.015742546,0.004460382,0.003760479,0.00558576,0.002722089,0.029674552,0.486564964,3.129505692,3.29449061,0.939566915,0.714935439,1.864067598,0.973564191,9.432075686,0.699119159,19.12100103,4.832152676,0.901921988,3.13444147,1.756415177,14.9016766,0.779751192,0.822049231,1.041749633,6.56006246,3.306246668,2.234412965,9.341053997,2.868475195,1.423809508,1.35225951,1.414437352,3.016069189,1.698489301,1.548499124,1.056021333,0.39765276,0.467972189,1.815346515,1.44190337,3.01858758,0.915429647,0.361967431,0.569855682
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_46 ,STH,brown,yellow,2,1,0.202145722,0.21017372,1,0.531830619,0.038761091,5.484865854,0.254472247,0.01858124,0.001835045,0.000813037,0.002756326,0.120879229,1.180057009,0.108024892,0.028610572,2.449348663,0.30800889,0.011764274,0.321958094,1,41.81326346,0.303585715,617.6727097,0.009500476,0.001847951,15.99434508,0,3.137609912,0.815905179,0.175800062,0.134133631,0.033875545,0.132433453,0.004233031,0.268883769,0.029854291,0.043267466,0.007479025,0.084426887,0.255609268,0.021319205,0.002401081,0.277397834,0.005605033,10.94488243,0.301188713,0.086106358,1,0.00083916,0.001286638,0.006310555,0.000409054,0.002516007,0.000895619,0.000542951,0.019904059,0.910774257,4.628880987,4.020133177,1.167998564,0.856409637,2.615089767,1.59692539,13.40322396,1.257815336,26.23307289,6.449975097,1.276968209,4.269799988,2.832056865,20.44253689,1.130750023,1.412561144,1.619704601,9.428068354,4.488543355,3.366992144,12.64450605,4.029711244,1.738170721,1.414489783,1.712217429,4.01394017,1.93913978,2.409104591,1.083510363,0.676082874,0.444795158,2.221096988,2.13761764,4.632130616,1.303054546,0.534865377,0.880354605
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_B_Y_46 ,STH,brown,yellow,1,1,0.186571668,0.107827014,1,0.305791651,0.023569951,3.392051403,0.129782947,0.013999648,0.002110907,0.000119991,0.003820995,0.069193812,0.797132554,0.075821996,0.010511962,1.520144685,0.200392626,0.015410818,0.208849647,1,24.72455903,0.115518482,381.6686209,0,0.004583314,10.30588669,0,2.510427745,0.484968522,0.121325709,0.05974453,0.007610478,0.071434603,0.01685013,0.068270564,0.001358711,0.018844936,0,0.05145089,0.131160099,0.028510785,0.002251079,0.248134541,0.005109529,7.516994791,0.229147365,0.139268933,1,0.000529586,0.00049978,0.002796244,0.000277881,0.000958186,0.000530811,0.000416019,0.006976868,0.67190756,3.18446348,3.207140179,0.74710015,0.674143733,2.146777999,2.033068369,9.341721292,0.779151917,19.98642885,5.038067154,1.002402953,3.569203512,2.225841698,16.11053166,0.816436127,0.967792878,1.177008539,6.507109833,3.292596185,2.446003903,9.960938759,3.304270386,1.413448797,1.153781386,1.166867705,2.932040117,1.585305364,1.602492697,0.834238624,0.37349754,0.435268084,1.856497041,1.539832302,3.94598218,0.808176477,0.372427652,0.580389467
