Folder,genotypes,location,hull,cotyledon,rep,4_sal,vanil_4gluc,querc_glucI,cat_13C,cat,epi_cat,cat_gluc,gallo,epi_gallo,epi_cat_gall,epi_gallo_gall,A2,B1,CC_I,CC_II,B2,CCC_I,CCC_II,C1,CCC_III,3_cinn,kaempf_rhamn,querc_di_glucI,kaemp_di_rut,malv_3galact,querc_3_4di_gluc,kaemp_3robin_7rhamn,lut_3_7di_gluc,lut_di_gluc,kaemp_rhamn_gluc_I,kaemp_rhamn_gluc_II,resv_3gluc,querc_3galact,querc_3rutin,querc_3gluc,myr_3rhamn,kaemp_3rutin,lut_7gluc,kaemp_7neohesp,kaem_3gluc,querc_3rhamn,apig_7gluc,querc_4gluc,lut_4gluc,myr,kaemp_rhamn_galact,querc_di_glucII,querc_glucII,4_coum,querc,lut,flavan,narin,apig,flav,kaemp,querc_glucIII,731.7,1155.9I,1155.9II,1444.1I,1444.1II,595.6I,595.6II,595.6IV,609.6,883.7I,883.7II,883.7IV,899.7I,899.7II,899.7III,915.6II,915.6III,915.6IV,1171.8I,1171.8II,1171.8III,1187.8I,1187.8II,1187.8III,1460.1I,1460.1II,1475.8I,1475.8II,1492.2I,1492.2II,1748.2,1764.4,1204.8I,1204.8II,1204.8III,1509.2I,1509.2II,1525.1
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gn_Y_154 ,STH,green,yellow,2,1,0.266969397,0.067846251,1,1.123358275,0.033713362,22.20209479,0.673993524,0.019102049,0.00075984,0.001931909,0.001269427,0.179685891,1.061897445,0.131787925,0.036346874,2.156531217,0.289244419,0.003338576,0.353024237,1,39.3517614,0.36667161,464.9294493,0,0.008015621,13.02557438,0.003799198,2.05036374,0.266501306,0.583537348,0.108728293,0.022292229,0.098918633,0.033356428,0.202646686,0.011736008,0.082341441,0,0.026583165,0.29267871,0.019657771,0.003478698,1.187641667,0.001527752,5.608479559,0.634239261,0.335465785,1,0.000971403,0.004104089,0.003685358,0.000211677,0.000838731,0.000509113,0.000556978,0.030147905,1.18604852,7.048538657,6.540809558,2.303151557,1.350966195,3.522581647,2.776121136,19.89314456,1.452705404,35.89317399,8.593318182,1.788638784,5.595402917,3.088858932,27.19397912,1.360239895,1.558439911,1.628772678,13.3584237,5.880334468,4.527693781,17.4394345,5.072647478,2.358028697,2.652607147,2.415413099,5.65736408,2.592643014,3.153549811,1.785606147,1.551330461,1.079667414,3.318383399,2.490600979,5.835429242,1.171469087,0.566115397,0.858390754
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gn_Y_154 ,STH,green,yellow,1,1,0.321248758,0.128396925,1,1.305959226,0.060031148,25.75303293,0.84924215,0.024668133,0.001331448,0.000672971,0.00041556,0.2525667,1.223289043,0.139863931,0.012115115,2.377568763,0.275487314,0.004857006,0.340308295,1,37.28766176,0.317034742,474.2784343,0,0.001645967,13.92715214,0,1.459343265,0.254551654,0.377896236,0.138884771,0.038464351,0.152194524,0.023665319,0.160359944,0.011528735,0.089549525,0.009973298,0.041357353,0.296323608,0.019240756,0.011084538,1.203898988,0.008622053,7.015231788,0.331766373,0.223992324,1,0.000847495,0.006440717,0.003313616,0.000664862,0.000748788,0.001566786,0.000194554,0.01654894,1.430514894,7.69263003,7.082060246,2.187053695,1.891056736,3.580060134,3.299821762,19.0181667,1.529371231,40.63081275,9.91060244,1.86074381,5.87922724,2.878872538,28.49010363,1.310823589,1.841768423,1.897671826,14.84415167,6.973003632,5.237407847,19.05239735,5.519967105,2.726699325,2.862048013,2.646848543,5.836644815,2.679733056,2.861223621,1.687454855,1.17806644,1.213347985,3.453497735,2.52150919,6.171009707,1.561896128,0.626554495,1.117967436
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gn_Y_177 ,STH,green,yellow,3,1,0.273717575,0.088481076,1,1.645563304,0.107980136,32.18026098,0.691459962,0.04146132,0.002479898,0.000842383,0.000311138,0.295236759,1.743522978,0.171652982,0.00422765,3.881343343,0.457960604,0.029636118,0.593386894,1,48.59001369,0.345759638,502.7428335,0,0.005013866,10.06328367,0.011123655,1.892774666,0.120419703,0.654424782,0.195072318,0.045665945,0.097580371,0.012170822,0.206160239,0.013446622,0.113733336,0.002848065,0.115107554,0.254621557,0.034295488,0.002379293,1.429021858,0.01330278,2.915070731,0.762326928,0.34730798,1,0.004668368,0.00194971,0.005059374,6.04E-05,4.55E-06,0.000926615,0.000380483,0.035807806,1.122795561,6.826964822,6.066902914,1.878525208,1.489521771,3.179185571,1.123022288,17.88296522,0.947367665,35.94626414,8.326330678,1.693062115,4.787861484,2.799910104,28.38577588,1.18267505,1.554158537,1.775812585,12.80149342,5.990867248,4.960217041,17.26634525,4.952022139,2.525555976,2.470466035,2.420956779,5.95589377,2.283511135,2.634380867,1.487414116,1.038805381,1.024324315,2.822258563,2.249760084,4.604594422,1.036562025,0.645434972,0.813320057
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gn_Y_177 ,STH,green,yellow,2,1,0.261261339,0.063023061,1,1.010415682,0.038891203,24.22830128,0.428651035,0.016538101,0.001515919,0.000981679,7.17E-05,0.11113422,1.246139705,0.138043437,0.025269816,2.605230883,0.335542513,0.027212826,0.393283972,1,28.5817659,0.318142579,347.3608409,0,0.008298931,6.90616459,0.012658049,2.908032729,0.111228689,0.767577178,0.153023011,0.012260723,0.061846761,0.001663456,0.141045328,0.008776907,0.030874455,0.000857146,0.071367483,0.183313996,0.022255981,0.018594621,1.233618622,0.001523942,1.649672307,1.063055365,0.406145383,1,0.000316055,0.001755426,0.003667436,0.000603329,5.57E-05,0.000767356,0.000656334,0.031510754,1.215721064,6.374433644,5.717973314,1.871796936,1.48226174,3.366902298,1.963217887,18.06605881,1.482452323,35.41012907,7.571674618,1.788784177,4.459156955,2.912060001,26.26859584,1.291554087,1.723998523,1.800914121,12.09799601,5.779192891,3.630134164,16.07318043,4.805802503,2.574814415,2.485533175,2.289468545,5.558258755,2.466207358,3.009952199,1.669744308,1.200747117,1.18434063,2.905900684,2.333153124,6.031718131,1.251691945,0.606223168,0.837571676
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gn_Y_177 ,STH,green,yellow,1,1,0.4553667,0.105509193,1,1.18339743,0.033354485,26.23370904,0.425742185,0.013228984,0.001636079,0.00031812,0.004135345,0.170466374,1.427820649,0.148649387,0.018378459,2.988865458,0.406728621,0.019645041,0.443341156,1,46.01584526,0.448889674,601.4425555,0,0.006901084,13.13665428,0,3.763120394,0.243341939,0.862996318,0.25557243,0.020408082,0.163012925,0.027477087,0.220348493,0.040909829,0.09427353,0,0.051214006,0.287973448,0.056887882,0.000388529,1.80801349,0.011311702,3.889009874,0.848676522,0.480357114,1,0.00102816,0.002241191,0.004410867,0.000323254,0.000147298,0.001529089,0.00296724,0.0463419,1.375874988,8.390703461,7.594073811,2.473921816,2.209944574,3.540363013,3.571928988,20.97074082,1.884683974,43.21942717,9.604583153,1.942988587,5.44070945,3.271140087,28.33861647,1.347687737,1.771215333,2.078455975,15.37687152,7.280333539,5.363517559,17.62524694,5.725611805,3.277347364,2.990567906,3.328885394,6.543314753,3.148234935,3.497739135,1.719893958,1.597273529,1.16745372,2.709259021,2.72985052,6.030661608,1.5774351,0.510991091,0.885678094
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_101 ,STH,grey,red,3,1,0.215505456,0.021485407,1,1.142534045,0.067389115,29.68346842,0.589866884,0.014623914,0.001731273,0.00063201,0.004255143,0.257113872,1.75819372,0.173338184,0.026303623,3.595294202,0.343041682,0.000277207,0.385932771,1,42.18119584,0.371196138,503.8744363,0,0.005194006,14.98150322,0.01879949,3.318917137,0.090708138,0.49514432,0.158060135,0.044868378,0.102830147,0.134648731,0.32916638,0.000679108,0.130723293,0.003335364,0.046286768,0.381436171,0.029732753,0.018847384,0.929447725,0.00784228,5.409938426,1.158559948,0.468600179,1,0.011061662,0.008064358,0.012052661,0.001475214,0.001478371,0.005190791,0.001386989,0.042875284,1.120150414,7.131784571,5.664097369,2.218354392,1.387194166,3.1082053,1.507658715,16.62757318,1.135328044,37.21832649,8.173994739,1.284922744,4.753223848,2.745559331,23.51310778,1.108159506,1.486361821,1.603975194,12.45910701,5.905714826,5.001590218,17.31946142,4.319446983,2.403872223,2.72908752,2.259154202,5.613284978,2.273939717,2.511625454,1.888078066,1.256361253,0.95095237,3.060756867,2.022671404,4.74733611,1.218329665,0.541833456,0.801134434
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_101 ,STH,grey,red,2,1,0.170423829,0.011546389,1,0.533255624,0.016825367,8.64441763,0.209928352,0.01098323,0.001945949,0.001256346,0.001121346,0.116557278,0.934231814,0.092084211,0.0037199,1.680560337,0.257267118,0.016866138,0.269104525,1,26.77662601,0.326963791,583.750541,0.012207683,0.004200378,15.93369801,0.01109397,2.153879794,0.380882124,0.266501444,0.118434256,0.028177468,0.11355678,0.013614529,0.267702433,0.03135805,0.037605137,0.001323602,0.031366825,0.281699267,0.015390161,0.002166239,1.134941213,0.011532482,11.98067152,0.45268011,0.314235775,1,0.00070649,0.001990282,0.004751501,0.000339444,0.001216378,0.000709246,0.000242733,0.017065965,0.916192329,3.943714543,4.053181619,1.10149018,0.835304864,3.365052002,2.576908341,16.22587407,1.721383805,27.9098379,7.50341169,1.304124627,6.703456062,3.821473714,27.80563562,1.6182466,1.518912145,1.636856378,8.80075125,4.593215051,3.406121565,16.72391329,5.256019023,2.094408653,1.507954534,1.828424353,5.216670158,2.644444662,3.642182776,1.323566315,0.97104705,1.049834656,3.006281179,2.955221697,7.511143267,1.852755808,0.979504628,1.124813436
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_101 ,STH,grey,red,1,1,0.31866172,0.00343771,1,0.488543115,0.050515204,8.434325625,0.213782908,0.00827803,0.001098421,0.001075685,0.003409503,0.138123658,0.883145368,0.096508124,0.008076611,1.630590502,0.217212331,0.005294274,0.218996376,1,55.6431898,0.247441946,559.4221755,0.006794358,0.003539487,11.63591304,0,2.066907289,0.382793836,0.174876573,0.140525113,0.039368815,0.083527346,0.001737009,0.233765298,0.013277254,0.051222439,0,0.09770447,0.209659477,0.011628452,0.014989334,0.97194434,0.003830952,7.845166002,0.37475144,0.300890912,1,0.000828489,0.003846324,0.004831767,0.00106903,0.001504817,0.000491113,0.002583373,0.017517489,0.829294062,3.831260522,3.660752322,1.036810709,0.971828651,3.201933976,2.88273183,14.47784393,1.173968587,24.62756144,6.457002111,1.141535777,5.55854059,2.833572415,23.39866387,1.155440921,1.300533742,1.750197287,7.706132836,4.003983596,2.942396434,13.18105124,4.181852582,1.821353427,1.423887919,1.455334292,3.912664311,1.908254162,2.723371449,1.36053583,0.57266416,0.790724207,2.704337467,2.322249712,5.403674549,1.352299536,0.76384435,0.767576188
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_21 ,STH,grey,red,3,1,0.268435639,0.02687583,1,0.473784059,0.035946357,9.493051038,0.160141575,0.005906321,0.001511733,0.001186997,0.001701324,0.167008461,1.140734372,0.147944587,0.026590991,2.358272095,0.318851816,0.011043347,0.394339092,1,30.83282719,0.235886611,379.6502041,0,0.004890516,8.462881441,0,1.651562172,0.086167232,0.491617737,0.167815974,0.021586415,0.044597605,0.038265699,0.1626288,0.022170098,0.062158434,0.01173772,0.038729468,0.324287203,0.007266425,0.007217785,2.219248262,0.006488422,4.020333085,0.621405435,0.356179339,1,0.000312076,0.005004589,0.002874534,0.001376893,0.000851279,0.000361884,0.001230105,0.056890663,0.866673376,5.424835232,5.122441536,1.607538573,1.291318769,2.851643764,1.236512644,0.445028086,1.122120939,29.22918242,7.195688716,1.39963455,4.662279016,2.788085511,24.44595518,1.153542719,1.318304193,1.625999972,10.87135616,5.283139661,4.130841404,16.2889984,4.800189394,1.893984921,2.539293764,2.096929689,5.967773324,2.616266583,3.400875374,1.783468814,1.026535146,1.108891428,2.535869859,2.352447851,5.93965621,1.75425093,0.65239028,0.939766623
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_21 ,STH,grey,red,2,1,0.142466511,0.01061539,1,0.550586164,0.027648885,9.832702764,0.200577667,0.00823576,0.000889537,0.003905672,0.004545908,0.170097072,1.247705341,0.135621485,0.02864195,2.510162629,0.345797411,0.007782381,0.275700312,1,31.10140211,0.583148001,485.0853325,0,0.008379753,8.573566065,0,3.084793221,0.178275926,0.359304513,0.18622418,0.016321326,0.148293623,0.080731185,0.328865509,0.014070915,0.062184955,0.006606085,0.100108224,0.473648539,0.120539564,0.015463188,1.636121786,0.006218921,3.344929636,0.669381472,0.278729713,1,0.009475155,0.003198076,0.004945724,0.000307118,0.001632489,0.0052599,0.000784558,0.073761208,1.07285608,5.398798474,5.332554208,1.701730112,1.286355588,3.503196206,1.923110496,15.37353088,1.216010363,31.33338159,7.520056999,1.542017675,5.192477058,3.011763698,24.20982571,1.327893133,1.443302564,1.353971651,11.31893449,5.396704223,4.097115974,16.60099757,4.768633263,2.374719151,2.43937289,2.191593198,6.034558427,2.459619619,3.101790893,1.360040403,1.077424548,1.055003033,3.019780065,2.508097535,6.31371144,1.680685713,0.727999585,0.843656615
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_21 ,STH,grey,red,1,1,0.305286987,0.018224786,1,0.630893232,0.049254728,12.35548271,0.228501248,0.008172014,0.002623565,0.000807038,0.009794735,0.200724426,1.381939015,0.113396468,0.029113856,2.561162325,0.351331764,0.00544557,0.3357179,1,30.34492,0.417435569,388.8527278,0.00966099,0.006259075,6.225908865,0.001833326,1.944899432,0.119863267,0.714952917,0.15831842,0.019037175,0.090253683,0.008265701,0.216738586,0.016053232,0.125424356,0.000607232,0.020341026,0.250047429,0.02496607,0.003568829,2.704189652,0.004568265,2.304662531,1.250042185,0.665804046,1,0.001417142,0.002915819,0.004732203,0.000794237,0.000438299,0.000193692,0.000818898,0.09761404,1.103344202,6.527979645,6.067267846,1.824849591,1.320201233,3.302013055,2.86989941,17.55553563,1.769041108,35.2378108,8.711462609,1.584491484,5.356012799,3.390265895,26.37185431,1.271621726,1.589910677,1.919146209,11.97511395,5.999090031,4.53599094,18.37503882,5.461534264,2.58818223,2.346821335,2.576544252,6.897636757,3.203878491,3.968764473,1.981600084,1.323951581,1.366261243,3.194274656,2.664526607,7.160375847,1.832036713,0.786292934,1.280167253
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_61 ,STH,grey,red,3,1,0.34824967,0.053602073,1,0.417314415,0.011679582,4.974049104,0.199541196,0.028444963,0.005908739,0.003698511,0.004016755,0.143698117,0.792638936,0.086489392,0.021065421,1.795919319,0.255573223,0.080701346,0.291714308,1,105.7860181,0.304514665,1016.094702,0,0.013942393,26.16258841,0.021479306,4.085806477,0.531223716,0.528194583,0.315463843,0.249065369,0.155701026,0.105124682,0.237215233,0.007315416,0.19366995,0,0.274477759,0.53087351,0.084270958,0.039208115,3.200413662,0.012703202,4.070999045,1.900727052,0.407609948,1,0.011756738,0.00368125,0.050749887,0.005705482,0.001096475,0.005834502,0.001633597,0.052369986,0.766059448,4.273735656,3.844362411,1.344234281,1.233108586,2.247388782,2.015540965,9.710186823,0.862357147,21.9840175,5.633849448,1.052504306,3.751020233,2.112641296,16.1386426,0.886459565,1.032013972,1.255648103,8.818338434,4.024119197,2.33547327,11.62572364,3.34475513,1.744705139,1.561365661,1.716959161,4.105065313,2.069670289,2.290216159,1.319076719,0.774034189,0.697020258,2.407516472,1.841662317,4.073814289,1.308490061,0.614572642,0.751472182
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_61 ,STH,grey,red,2,1,0.225514843,0.017765943,1,0.425303228,0.033795885,8.457362248,0.181558872,0.020187664,0.002755451,0.001504949,0.00105826,0.122733947,1.079399506,0.109626832,0.027826966,2.081637385,0.314217092,0.000562694,0.325115076,1,26.68482182,0.336421993,471.3873798,0.019781538,0.009224616,12.58819025,0,2.308466125,0.189395698,0.387208498,0.137939398,0.006827687,0.09274275,0.012253973,0.232145358,0.003417134,0.085318357,0.003892571,0.050514356,0.363927805,0.123490374,0.015300722,2.072772494,0.005342621,4.508435667,0.976798508,0.489903004,1,0.001364017,0.005412271,0.004591707,0.001151654,0.001905473,0.000762248,0.000265613,0.049191969,0.814794625,4.1130206,4.601033212,1.269688057,1.161876693,2.59100651,2.41118577,12.6258689,1.081922791,25.38335059,6.23303348,1.258044243,4.621374811,2.345793961,19.90122498,1.07914808,1.293794485,1.405952048,9.160672326,4.626533035,3.283851442,13.3815655,4.166423511,2.016063715,1.725680813,1.623533301,4.826037364,2.177750807,2.686281641,1.673171709,0.841333047,0.800430539,2.340792771,2.018943551,5.347180745,1.283802716,0.64077559,0.772097484
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_61 ,STH,grey,red,1,1,0.328911436,0.012876021,1,0.551728532,0.018933211,11.72716109,0.206406572,0.005847212,0.00133377,0.000300088,0.001164623,0.152176902,1.317491471,0.129005857,0.039337043,2.623414158,0.312721143,0.003467787,0.366539689,1,20.50245343,0.336366126,382.5706775,0.005571518,0.003956746,8.451161951,0.001803973,1.738204799,0.10788394,0.448627945,0.143343549,0.002652675,0.081721693,0.008479807,0.223363463,0.013930597,0.094249372,0.001034299,0.049851754,0.327741651,0.015059883,0.007543584,2.229686637,0.010571057,2.469979082,0.508069229,0.380615472,1,0.005143996,0.004035973,0.003514408,0.000782906,0.001390512,0.001171207,0.000648459,0.072870108,1.16245896,5.967152906,5.823167823,1.778753759,1.719411699,3.857990256,2.361945815,18.44227969,1.425468151,36.86586377,8.952476041,1.541978844,6.195169618,3.588670844,28.74300957,1.496022699,1.741665575,1.689053339,12.77095986,6.121534375,4.807857091,20.03920679,5.894984751,2.316185135,2.584800727,2.274511987,6.777369752,2.898075004,4.541261475,1.475408478,1.190373329,1.211455153,3.136560576,2.89984637,7.332157254,1.878905079,0.718839484,1.107273228
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_72 ,STH,grey,red,3,1,0.207465266,0.012765227,1,0.908216149,0.028216556,25.37756615,0.495298301,0.013195818,0.02981901,0.02407691,0.021622466,0.074902866,1.329897048,0.117823489,0.025394519,2.174855891,0.285478362,0.014675104,0.306491673,1,73.17878698,0.784348168,970.6525469,0.109823035,0.019726353,38.09009953,0,1.927064591,0.544420594,0.721587674,0.126668299,0.242495502,0.432547771,0.076551006,0.299451113,0.023285012,0.316373243,0,0.095030405,0.695990958,0.140495821,0.070495593,0.938543399,0.037758786,8.773020247,0.830109664,0.402882798,1,0,0.012729238,0.066058349,0.002567378,0.013957849,0.008630947,0.0125784,0.050647196,0.888506426,5.583512078,4.785742166,1.460977688,1.329363063,2.838596438,1.800156203,11.57162678,1.077595954,27.03087234,6.408145828,1.208826161,4.294756048,2.251195354,19.7486731,1.103290338,1.230169835,1.381495819,9.111864532,4.818036277,4.092511769,12.98448314,4.147692038,1.866594103,2.000348303,1.874937537,4.303526958,2.164019701,2.058476387,1.364605293,0.782405426,0.88444135,2.618658996,1.824059681,4.004800416,1.200862152,0.380064726,0.669223628
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_72 ,STH,grey,red,2,1,0.204212667,0.011101524,1,0.585976239,0.013174089,6.995138042,0.318907605,0.013995175,0.002575848,0.001277412,0.003159982,0.125920908,1.322959156,0.147218034,0.035284345,2.570222702,0.351901817,0.025881023,0.353317443,1,27.0623388,0.133552641,386.5051905,0,0.00812427,17.87194942,0,2.120600284,0.070761573,0.1387795,0.096893735,0.006946499,0.037553598,0.021677574,0.118911823,0.015052061,0.035770942,0.001914267,0.069450058,0.332955567,0.026214378,0.0004119,0.311549913,0.001984995,4.534278339,0.319511556,0.181166109,1,0.000544857,0.000877461,0.004731793,0.000276973,0.000597122,0.000129528,0.000719658,0.013738491,1.077345042,5.091161628,4.947808878,1.485946832,1.101978115,3.612944431,2.119496764,15.81274802,1.391897205,32.20003515,7.682841175,1.386893777,5.78212253,3.433897676,25.96516866,1.533848536,1.540349588,1.767023485,10.85104425,5.308884668,3.952333121,16.27466813,4.877098656,2.441275535,1.892864696,1.971156649,5.308077798,2.400339764,3.118212298,1.546216438,0.935974205,1.005104569,3.041432023,2.253543367,5.780336959,1.619195433,0.6177516,0.962582164
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_R_72 ,STH,grey,red,1,1,0.335072281,0.014003152,1,0.648568676,0.034278136,8.792601695,0.373405767,0.018713474,0.000760862,0.000637072,0.002943034,0.207806785,1.35490415,0.116557872,0.016285073,2.4866104,0.298283579,0.003708774,0.343455316,1,37.07694374,0.243008161,514.8966685,0,0.002145594,18.89499303,0,3.371461384,0.212829765,0.322584025,0.092554773,0.022354654,0.06347917,0.009432004,0.159528319,0.02445949,0.066565955,0,0.080940433,0.33016723,0.041958355,0.001273292,0.664141132,0.002236011,4.294428946,0.429273601,0.244870738,1,0.000482894,0.000403037,0.005577895,0.00095276,0.003452384,0.001081046,0.000275708,0.014761705,1.164694634,5.743963327,5.479643841,1.541630461,1.069048992,3.633330822,3.617144721,17.27059608,1.286311023,34.77830072,8.133834424,1.464753437,5.183388293,3.363642828,26.82945604,1.580920048,1.75395332,1.676027271,11.10520236,5.363520133,4.485129322,15.90224931,4.825135571,2.438080645,1.81425663,1.957429993,5.264271454,2.520408433,2.564408174,1.223608154,0.994886549,0.826080245,2.495270021,2.416978155,5.913765395,1.138118104,0.703543347,0.87679528
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_Y_130 ,STH,grey,yellow,3,1,0.280582592,0.001541131,1,1.075653308,0.057818121,24.32732925,0.485278351,0.030847474,0.004603968,0.001230392,0.001763608,0.227033358,1.367801977,0.16865474,0.020218903,2.713221271,0.370153318,0.01142428,0.416917595,1,61.7583784,0.224982176,642.3655326,0,0.032322129,32.26702365,0.02419988,2.079245513,0.165494036,0.243077914,0.235133232,0.048097797,0.147638064,0.057356673,0.224504318,0.010126978,0.09432496,0.007908567,0.055963227,0.296158944,0.058020123,0.018956149,1.319772956,0.004947118,8.316483794,0.433126964,0.350874524,1,0.002843996,0.004791318,0.009177287,0.005988029,0.000823723,0.001867738,0.002169213,0.031415719,1.129707912,6.441526599,4.904763383,1.614067672,1.22597822,3.466682298,1.803097487,19.09333145,1.179008887,34.96761387,8.324316355,1.593013688,6.025415733,2.852177851,28.19424607,1.163701082,1.603892382,2.224200218,11.83129646,5.383191331,3.486628486,16.86145425,4.985115261,2.466915284,2.17781913,2.174214364,5.197616663,2.167710906,2.865323048,1.5007266,1.030313558,0.915444292,3.700128231,2.514470122,6.400459659,1.503552818,0.816594832,0.830934528
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_Y_130 ,STH,grey,yellow,2,1,0.224382108,0.119461986,1,0.576850354,0.038263407,8.408184163,0.1919597,0.015281642,0.00187671,0.000525667,0.008523755,0.165725748,1.243206016,0.161695338,0.031528014,2.647302296,0.324666251,0.014455928,0.383613842,1,43.46624102,0.364649093,467.3011458,0.007505861,0.003682591,22.87090069,0.005375766,1.102056737,0.120236977,0.469190872,0.142889579,0.003853251,0.14699798,0.041511915,0.199732732,0.003524092,0.059502837,0.00042539,0.035946202,0.358618784,0.029734331,0.005917095,1.18579004,0.004658955,7.513262466,0.508742512,0.209716716,1,0.000869413,0.000951377,0.005799502,0.000444149,0.001580145,0.000455649,0.000409778,0.029279788,1.062978533,6.265614174,6.207593996,2.031629819,1.526267455,3.24874655,2.126147351,16.23841548,1.427937878,34.25046332,8.414958365,1.736330318,5.418012919,3.128802774,25.28658351,1.141229279,1.64719129,1.881877534,12.44220465,6.017990694,4.394213735,16.98019791,5.158269421,2.365425103,2.38574768,2.262779095,6.398714898,2.846681558,3.716572647,1.555931684,1.383342586,1.15078977,2.558501998,2.507567496,6.381772398,1.82541644,0.704994136,1.026175168
"D:\newly added\Others.190713\Academic\PhD\data\paper\140205.LR18\140205.LR-18-2013\R.2locations.SIR\STH,SPG.R",LR18_STH_2013_Gy_Y_130 ,STH,grey,yellow,1,1,0.322669152,0.063362533,1,0.762970227,0.040729732,11.62747551,0.241727112,0.009827288,0.001340531,0.000984796,0.003287425,0.165863276,1.312546105,0.124870258,0.025161887,2.710120062,0.382321843,0.001376514,0.370970565,1,37.20885652,0.456449849,562.6957557,0,0.023100629,22.52822858,0.007157435,1.06867237,0.111119623,3.38684943,0.162690346,0.008970258,0.127443802,0.015704896,0.29923686,0.008848331,0.180293151,0.009938072,0.047139833,0.591168628,0.032231995,0.042700463,2.939303759,0.00810215,4.499333057,1.663125716,1.112176908,1,0.000588639,0.008889797,0.003110315,0.001020531,0.003147066,0.00078882,0.000414282,0.095788532,1.093715432,6.574944638,5.938582705,1.752614939,1.350589697,3.136036665,1.899960645,15.76394196,1.227922343,32.4285241,7.608139962,1.547505563,5.013483518,2.7538908,23.81453856,1.286166961,1.448699882,1.70702842,11.46745651,5.750910066,4.296676467,15.52261182,4.475245552,2.392556123,2.394041574,2.088561818,5.141524581,2.366434255,2.38528375,1.596198368,1.1267868,0.912756902,2.775915576,2.087303857,5.096549268,1.152754711,0.502896402,1.073176274
